id,pred_shortcut_span,pred_shortcut_index,gold_shortcut_indices,gold_shortcut_core_texts,shortcut_confidence,shortcut_eligible,shortcut_indices_available,shortcut_strict_hit,pred_constraint_span,pred_constraint_index,gold_constraint_indices,gold_constraint_proposition_indices,gold_constraint_core_texts,constraint_indices_available,constraint_strict_hit,constraint_proposition_indices_available,constraint_proposition_hit,candidate_level_safe,cue_identification_status,notes
481,,,[0],['The car-dolly checkout is otherwise complete'],high,True,True,False,The car-dolly checkout is otherwise complete.,0,"[2, 3, 4]","[2, 3, 4]",['connect it to my truck and watch the dolly lights respond'],True,False,True,False,True,neither,The dolly lights must be tested through the truck connection.
482,,,[1],['lab sticker'],medium,True,True,False,,,"[2, 3]","[2, 3]",['be attached to the cooler handle before intake'],True,False,True,False,False,neither,The sticker must be on the cooler.
483,,,[0],['The toy-hauler gate hold is active'],medium,True,True,False,,,[2],[2],['inspect the loose rear ladder mount reported yesterday'],True,False,True,False,True,neither,The ladder mount is on the toy hauler.
484,,,[],[],none,False,False,,The locksmith is at the curb,1,"[2, 3]","[2, 3]",['decode the case lock and verify the new key turns'],True,False,True,False,True,no_evaluable_shortcut,The case lock is on the motorcycle.
485,,,[0],['The e-bike assist issue is checked in'],high,True,True,False,with a live display for tight-turn sensor values.,2,"[1, 2]","[1, 2]",['The shop tech is at the lot with a live display for tight-turn sensor values'],True,True,True,True,True,constraint_only,The sensor values occur while riding the e-bike.
486,The nurse says coolers must go,2,[4],['reception'],medium,True,True,False,to the medication room intake,3,"[3, 4]","[3, 4]","['go to the medication room intake, not the reception window']",True,True,True,True,False,constraint_only,The cooler needs medication-room intake.
487,,,"[3, 4]",['original malfunction slip'],medium,True,True,False,payroll desk.,1,"[2, 3, 4]","[2, 3, 4]","['scans proof pages', 'the transit agency requires the original malfunction slip for the refund']",True,False,True,False,False,neither,"The office needs a scan, and the refund office needs the original."
488,Wardrobe intake scans it only,1,[0],['The costume return tag is printed'],medium,True,True,False,,,"[2, 3]","[2, 3]",['it is tied to the garment bag'],True,False,True,False,True,neither,The tag must be on the garment bag.
489,,,[0],['The outboard start issue is on the schedule'],medium,True,True,False,The marina tech is at the service slip,1,"[1, 2, 3]","[1, 2, 3]",['The marina tech is at the service slip with a tester for readings during cranking'],True,True,True,True,True,constraint_only,The readings occur during motor cranking.
490,,,[0],['The mobility-scooter recall part is available'],medium,True,True,False,Intake is waiting at the repair alcove,1,"[2, 3]","[2, 3]",['scan the scooter serial plate and read the trip meter'],True,False,True,False,True,neither,The serial plate and trip meter are on the scooter.
491,The pro shop counter is nearby.,5,[5],['The pro shop counter is nearby'],high,True,True,True,and trying the blank in the actual latch.,4,"[2, 3, 4]","[2, 3, 4]",['They can cut one after reading the cart ID plate and trying the blank in the actual latch'],True,True,True,True,True,both_strict,The shop needs the cart ID and the actual latch to cut/test the key.
492,,,[],[],none,False,False,,The verifier is at the curb,1,"[2, 3]","[2, 3]",['photograph the plate and frame sticker on the trike'],True,False,True,False,True,no_evaluable_shortcut,The plate and sticker are on the trike.
493,,,[1],['show tag'],medium,True,True,False,to the lid handle,2,"[2, 3]","[2, 3]",['be attached to the lid handle before staff move it inside'],True,True,True,True,False,constraint_only,The tag must be on the object before intake.
494,,,[],[],none,False,False,,and watch the wheel bracket,5,"[1, 3, 4, 5, 6]","[1, 3, 4, 5, 6]","['it turns left with a load on it', 'ride beside it and watch the wheel bracket during a slow loop']",True,True,True,True,True,constraint_only,The cart has to be driven to reproduce the bounce.
495,,,[0],['The equipment loan for my compact tractor is approved'],high,True,True,False,The equipment loan for my compact tractor is approved.,0,"[2, 3]","[2, 3]",['read the serial plate on the tractor frame before disbursement'],True,False,True,False,True,neither,The serial plate is on the tractor.
496,,,[4],['The front desk is easy to reach'],high,True,True,False,to scan the scooter serial plate,2,"[2, 3]","[2, 3]",['scan the scooter serial plate and read the trip meter first'],True,True,True,True,True,constraint_only,The scooter must be present for serial and meter verification.
497,,,[0],['The dump-trailer rental return is logged'],high,True,True,False,The yard checker is at the test stand,1,"[2, 3]","[2, 3]",['pull the breakaway cable and confirm the brakes apply'],True,False,True,False,True,neither,The breakaway brakes are on the trailer.
498,I am cleaning out a device drawer.,0,[],[],none,False,False,,,,[2],[2],['go to the battery recycling tube by the door'],True,False,True,False,True,no_evaluable_shortcut,Batteries require the recycling tube.
499,,,[0],['The dump trailer release is pending'],high,True,True,False,and verify brake resistance.,3,"[2, 3]","[2, 3]",['pull the emergency cable and verify brake resistance'],True,True,True,True,True,constraint_only,The emergency brake system is on the trailer.
500,The technician is at the board,1,[0],['The shuttle lane-camera check is open'],high,True,True,False,to read the camera through the replaced windshield.,2,[2],[2],['read the camera through the replaced windshield'],True,True,True,True,True,constraint_only,The camera is in the shuttle.
