id,n_spans,L_original,pred_shortcut_span,pred_shortcut_delta,pred_shortcut_selection_reason,pred_constraint_span,pred_constraint_delta,pred_constraint_selection_reason,pred_shortcut_index,gold_shortcut_indices,shortcut_confidence,shortcut_eligible,shortcut_strict_hit,pred_constraint_index,gold_constraint_indices,gold_constraint_proposition_indices,constraint_strict_hit,constraint_proposition_hit,candidate_level_safe,cue_identification_status,prediction_original,true_hallucination,shortcut_deleted_prediction,shortcut_deleted_flips,shortcut_deleted_role_flip_direction,constraint_deleted_prediction,constraint_deleted_flips,constraint_deleted_role_flip_direction,hallucination_detected,hallucination_detection_observable,hallucination_detection_correct,hallucination_detected_directional,hallucination_directional_correct
473,6,-17.4906006308222,,,,while the switch warranty portal asks me,22.412475433381815,directional_flip,,[5],medium,True,False,4,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,False,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
474,4,-3.713572066704308,but the deposit status is pending.,-15.130177978180392,delta_threshold,,,,3,[0],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
475,4,-3.713572066704308,because they inventory both pieces together.,-16.12627148968304,delta_threshold,,,,3,[],none,False,,,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,1,False,1,False,no_flip,,,,False,False,True,False,True
476,6,-10.187499927389581,The paperwork counter is at the front building.,-4.859374640590431,delta_threshold,The rental yard will release the boat trailer only,12.734375024247129,directional_flip,5,[5],high,True,True,0,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,True,shortcut_only,1,False,1,False,no_flip,2,True,correct_to_shortcut,False,True,True,False,True
477,4,1.6093750298023224,,,,with the cable that reads controller logs,2.7968750493600965,shortcut_stability,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,True,,,,1,False,no_flip,False,False,False,False,False
478,4,-3.390624910593033,,,,The RV tech has the notes.,6.546874891966581,directional_flip,,[0],medium,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
479,4,4.906249791383743,to read the temperature logger mounted,-6.343749836087227,directional_flip,The event runner at the exit has,1.000000208383426,shortcut_stability,2,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
480,4,-16.60156230638735,,,,,,,,[],none,False,,,[3],[3],False,False,True,no_evaluable_shortcut,2,False,,,,,,,False,False,True,False,True
481,5,-22.36474590013735,,,,The car-dolly checkout is otherwise complete.,16.36474580910057,delta_threshold,,[0],high,True,False,0,"[2, 3, 4]","[2, 3, 4]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
482,4,-23.150390625,,,,,,,,[1],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,,,,False,False,True,False,True
483,3,-6.546874928753823,,,,,,,,[0],medium,True,False,,[2],[2],False,False,True,neither,2,False,,,,,,,False,False,True,False,True
484,4,-12.50000004497474,,,,The locksmith is at the curb,14.29687503007358,directional_flip,,[],none,False,,1,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
485,3,-11.023437784011549,,,,with a live display for tight-turn sensor values.,17.570312593672497,directional_flip,,[0],high,True,False,2,"[1, 2]","[1, 2]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
486,5,-3.713572066704308,The nurse says coolers must go,-15.975880864683042,delta_threshold,to the medication room intake,7.427144133408616,directional_flip,2,[4],medium,True,False,3,"[3, 4]","[3, 4]",True,True,False,constraint_only,1,False,1,False,no_flip,2,True,correct_to_shortcut,False,True,True,False,True
487,5,-6.125000002561137,,,,payroll desk.,18.101562666874543,directional_flip,,"[3, 4]",medium,True,False,1,"[2, 3, 4]","[2, 3, 4]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
488,4,-3.713572066704308,Wardrobe intake scans it only,-21.96025605829569,delta_threshold,,,,1,[0],medium,True,False,,"[2, 3]","[2, 3]",False,False,True,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
489,4,-16.234374687183674,,,,The marina tech is at the service slip,16.156249687183674,delta_threshold,,[0],medium,True,False,1,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
490,4,-24.8828125,,,,Intake is waiting at the repair alcove,25.1953125,directional_flip,,[0],medium,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
491,6,-3.015625100582838,The pro shop counter is nearby.,-13.109374705804512,delta_threshold,and trying the blank in the actual latch.,5.875000026077032,directional_flip,5,[5],high,True,True,4,"[2, 3, 4]","[2, 3, 4]",True,True,True,both_strict,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
492,4,-22.43359375,,,,The verifier is at the curb,24.746093824505806,directional_flip,,[],none,False,,1,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
493,4,-19.4541015625,,,,to the lid handle,15.740529495795691,delta_threshold,,[1],medium,True,False,2,"[2, 3]","[2, 3]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
494,7,-4.749999971129,,,,and watch the wheel bracket,7.921875067986548,directional_flip,,[],none,False,,5,"[1, 3, 4, 5, 6]","[1, 3, 4, 5, 6]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
495,4,-6.140625158557668,,,,The equipment loan for my compact tractor is approved.,11.750000192085281,directional_flip,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
496,5,-11.62500040285613,,,,to scan the scooter serial plate,15.375000501576324,directional_flip,,[4],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
497,4,-6.8750000218860805,,,,The yard checker is at the test stand,8.046874992083758,directional_flip,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
498,3,-3.713572066704308,I am cleaning out a device drawer.,-21.94267793329569,delta_threshold,,,,0,[],none,False,,,[2],[2],False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
499,4,3.0937498919665813,,,,and verify brake resistance.,3.296875291969627,shortcut_stability,,[0],high,True,False,3,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,True,,,,2,False,no_flip,False,False,False,False,False
500,3,-4.453125162981451,The technician is at the board,-7.281250239829205,delta_threshold,to read the camera through the replaced windshield.,4.718750162981451,directional_flip,1,[0],high,True,False,2,[2],[2],True,True,True,constraint_only,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
